"SC"|No |"76206145"|"141188042"
"SM"|No |"76206147"|"141188053"
"GW"|No |"76206147"|"141188054"
"GW-GM"|No |"76206147"|"141188055"
"SC-SM"|No |"76206147"|"141188056"
"SC"|No |"76206147"|"141188057"
"GC-GM"|No |"76206147"|"141188058"
"GP-GC"|Yes|"76206147"|"141188059"
"GM"|No |"76206147"|"141188060"
"GC"|No |"76206147"|"141188061"
"SW"|No |"76206147"|"141188062"
"SW-SM"|No |"76206147"|"141188063"
"GP-GC"|Yes|"76206144"|"141188028"
"GW"|No |"76206144"|"141188029"
"GM"|No |"76206144"|"141188030"
"GC-GM"|No |"76206144"|"141188031"
"GC"|No |"76206144"|"141188032"
"GC-GM"|Yes|"76206146"|"141188043"
"GM"|No |"76206146"|"141188044"
"SM"|No |"76206146"|"141188045"
"SW"|No |"76206146"|"141188046"
"SW-SM"|No |"76206146"|"141188047"
"SC-SM"|No |"76206146"|"141188048"
"GW"|No |"76206146"|"141188049"
"GW-GM"|No |"76206146"|"141188050"
"GC"|No |"76206146"|"141188051"
"SC"|No |"76206146"|"141188052"
"SM"|No |"76206141"|"141188016"
"ML"|Yes|"76206141"|"141188017"
"CL"|No |"76206141"|"141188018"
"SC-SM"|No |"76206826"|"141191272"
"SM"|No |"76206826"|"141191273"
"SP-SM"|No |"76206826"|"141191274"
"SC"|No |"76206826"|"141191275"
"CL-ML"|No |"76206826"|"141191276"
"CL"|Yes|"76206826"|"141191277"
"GP-GM"|No |"76206826"|"141191278"
"ML"|No |"76206826"|"141191279"
"SC-SM"|No |"76206825"|"141191264"
"SM"|No |"76206825"|"141191265"
"SP-SM"|No |"76206825"|"141191266"
"SC"|Yes|"76206825"|"141191267"
"ML"|No |"76206825"|"141191268"
"CL-ML"|No |"76206825"|"141191269"
"GP-GM"|No |"76206825"|"141191270"
"CL"|No |"76206825"|"141191271"
"SC-SM"|Yes|"76206827"|"141191280"
"MH"|No |"76206827"|"141191281"
"ML"|No |"76206827"|"141191282"
"CL-ML"|No |"76206827"|"141191283"
"CL"|No |"76206827"|"141191284"
"OH"|No |"76206827"|"141191285"
"GP-GM"|No |"76206827"|"141191286"
"SM"|No |"76206827"|"141191287"
"SP-SM"|No |"76206827"|"141191288"
"SC"|No |"76206827"|"141191289"
"CL-ML"|No |"76206828"|"141191290"
"ML"|No |"76206828"|"141191291"
"SM"|No |"76206828"|"141191292"
"SC-SM"|No |"76206828"|"141191293"
"CL"|No |"76206828"|"141191294"
"SC"|Yes|"76206828"|"141191295"
"MH"|No |"76206828"|"141191296"
"OH"|No |"76206828"|"141191297"
"ML"|Yes|"76206824"|"141191261"
"SM"|No |"76206824"|"141191262"
"CL"|No |"76206824"|"141191263"
"GC-GM"|No |"76206821"|"141191234"
"GC"|No |"76206821"|"141191235"
"SW"|No |"76206821"|"141191236"
"SC"|No |"76206821"|"141191237"
"ML"|No |"76206821"|"141191238"
"CL-ML"|No |"76206821"|"141191239"
"GW"|No |"76206821"|"141191240"
"GW-GM"|No |"76206821"|"141191241"
"GM"|No |"76206821"|"141191242"
"SW-SM"|No |"76206821"|"141191243"
"SM"|Yes|"76206821"|"141191244"
"SC-SM"|No |"76206821"|"141191245"
"CL"|No |"76206821"|"141191246"
"MH"|No |"76206821"|"141191247"
"GW-GM"|No |"76206822"|"141191248"
"GM"|No |"76206822"|"141191249"
"GC-GM"|No |"76206822"|"141191250"
"SM"|Yes|"76206822"|"141191251"
"SC-SM"|No |"76206822"|"141191252"
"SC"|No |"76206822"|"141191253"
"GW"|No |"76206822"|"141191254"
"ML"|No |"76206822"|"141191255"
"CL-ML"|No |"76206822"|"141191256"
"CL"|No |"76206822"|"141191257"
"GC"|No |"76206822"|"141191258"
"SW"|No |"76206822"|"141191259"
"SW-SM"|No |"76206822"|"141191260"
"SW-SM"|No |"76206820"|"141191231"
"SM"|Yes|"76206820"|"141191232"
"GP-GM"|No |"76206820"|"141191233"
"ML"|No |"76206815"|"141191192"
"SM"|No |"76206815"|"141191193"
"OH"|Yes|"76206815"|"141191194"
"SC-SM"|No |"76206814"|"141191186"
"SC"|Yes|"76206814"|"141191187"
"CL"|No |"76206814"|"141191188"
"CL-ML"|No |"76206814"|"141191189"
"SM"|No |"76206814"|"141191190"
"ML"|No |"76206814"|"141191191"
"GC-GM"|Yes|"76206817"|"141191200"
"GW-GM"|No |"76206817"|"141191201"
"GC"|No |"76206817"|"141191202"
"SW"|No |"76206817"|"141191203"
"GM"|No |"76206817"|"141191204"
"SM"|No |"76206817"|"141191205"
"GW"|No |"76206817"|"141191206"
"SW-SM"|No |"76206817"|"141191207"
"SC-SM"|No |"76206817"|"141191208"
"SC"|No |"76206817"|"141191209"
"SM"|No |"76206819"|"141191220"
"GW"|No |"76206819"|"141191221"
"GW-GM"|No |"76206819"|"141191222"
"SC-SM"|No |"76206819"|"141191223"
"SC"|No |"76206819"|"141191224"
"GC-GM"|No |"76206819"|"141191225"
"GP-GC"|Yes|"76206819"|"141191226"
"GM"|No |"76206819"|"141191227"
"GC"|No |"76206819"|"141191228"
"SW"|No |"76206819"|"141191229"
"SW-SM"|No |"76206819"|"141191230"
"GP-GC"|Yes|"76206816"|"141191195"
"GW"|No |"76206816"|"141191196"
"GM"|No |"76206816"|"141191197"
"GC-GM"|No |"76206816"|"141191198"
"GC"|No |"76206816"|"141191199"
"GC-GM"|Yes|"76206818"|"141191210"
"GM"|No |"76206818"|"141191211"
"SM"|No |"76206818"|"141191212"
"SW"|No |"76206818"|"141191213"
"SW-SM"|No |"76206818"|"141191214"
"SC-SM"|No |"76206818"|"141191215"
"GW"|No |"76206818"|"141191216"
"GW-GM"|No |"76206818"|"141191217"
"GC"|No |"76206818"|"141191218"
"SC"|No |"76206818"|"141191219"
"SM"|Yes|"76206811"|"141191154"
"ML"|No |"76206811"|"141191155"
"MH"|No |"76206811"|"141191156"
"OH"|No |"76206811"|"141191157"
"GC-GM"|No |"76206813"|"141191174"
"GC"|No |"76206813"|"141191175"
"ML"|No |"76206813"|"141191176"
"CL-ML"|No |"76206813"|"141191177"
"GP-GM"|No |"76206813"|"141191178"
"GM"|No |"76206813"|"141191179"
"CL"|No |"76206813"|"141191180"
"GW-GM"|No |"76206813"|"141191181"
"SC-SM"|Yes|"76206813"|"141191182"
"SP-SM"|No |"76206813"|"141191183"
"SM"|No |"76206813"|"141191184"
"SC"|No |"76206813"|"141191185"
"GW"|No |"76206812"|"141191158"
"GP-GM"|No |"76206812"|"141191159"
"SP-SM"|No |"76206812"|"141191160"
"SM"|Yes|"76206812"|"141191161"
"CL"|No |"76206812"|"141191162"
"MH"|No |"76206812"|"141191163"
"GM"|No |"76206812"|"141191164"
"GC-GM"|No |"76206812"|"141191165"
"GC"|No |"76206812"|"141191166"
"SW"|No |"76206812"|"141191167"
"SC-SM"|No |"76206812"|"141191168"
"SC"|No |"76206812"|"141191169"
"ML"|No |"76206812"|"141191170"
"CL-ML"|No |"76206812"|"141191171"
"GP"|No |"76206812"|"141191172"
"OH"|No |"76206812"|"141191173"
"SM"|No |"76205450"|"141184323"
"SC"|No |"76205450"|"141184324"
"ML"|No |"76205450"|"141184325"
"CL-ML"|No |"76205450"|"141184326"
"CL"|Yes|"76205450"|"141184327"
"SC-SM"|No |"76205450"|"141184328"
"GC-GM"|No |"76205449"|"141184311"
"GC"|No |"76205449"|"141184312"
"ML"|No |"76205449"|"141184313"
"CL-ML"|No |"76205449"|"141184314"
"GP-GM"|No |"76205449"|"141184315"
"GM"|No |"76205449"|"141184316"
"CL"|No |"76205449"|"141184317"
"GW-GM"|No |"76205449"|"141184318"
"SC-SM"|Yes|"76205449"|"141184319"
"SP-SM"|No |"76205449"|"141184320"
"SM"|No |"76205449"|"141184321"
"SC"|No |"76205449"|"141184322"
"SM"|Yes|"76205447"|"141184291"
"ML"|No |"76205447"|"141184292"
"MH"|No |"76205447"|"141184293"
"OH"|No |"76205447"|"141184294"
"GW"|No |"76205448"|"141184295"
"GP-GM"|No |"76205448"|"141184296"
"SP-SM"|No |"76205448"|"141184297"
"SM"|Yes|"76205448"|"141184298"
"CL"|No |"76205448"|"141184299"
"MH"|No |"76205448"|"141184300"
"GM"|No |"76205448"|"141184301"
"GC-GM"|No |"76205448"|"141184302"
"GC"|No |"76205448"|"141184303"
"SW"|No |"76205448"|"141184304"
"SC-SM"|No |"76205448"|"141184305"
"SC"|No |"76205448"|"141184306"
"ML"|No |"76205448"|"141184307"
"CL-ML"|No |"76205448"|"141184308"
"GP"|No |"76205448"|"141184309"
"OH"|No |"76205448"|"141184310"
"SC-SM"|Yes|"76205445"|"141184273"
"MH"|No |"76205445"|"141184274"
"ML"|No |"76205445"|"141184275"
"CL-ML"|No |"76205445"|"141184276"
"CL"|No |"76205445"|"141184277"
"OH"|No |"76205445"|"141184278"
"GP-GM"|No |"76205445"|"141184279"
"SM"|No |"76205445"|"141184280"
"SP-SM"|No |"76205445"|"141184281"
"SC"|No |"76205445"|"141184282"
"SC-SM"|No |"76205444"|"141184265"
"SM"|No |"76205444"|"141184266"
"SP-SM"|No |"76205444"|"141184267"
"SC"|No |"76205444"|"141184268"
"CL-ML"|No |"76205444"|"141184269"
"CL"|Yes|"76205444"|"141184270"
"GP-GM"|No |"76205444"|"141184271"
"ML"|No |"76205444"|"141184272"
"SC-SM"|No |"76205443"|"141184257"
"SM"|No |"76205443"|"141184258"
"SP-SM"|No |"76205443"|"141184259"
"SC"|Yes|"76205443"|"141184260"
"ML"|No |"76205443"|"141184261"
"CL-ML"|No |"76205443"|"141184262"
"GP-GM"|No |"76205443"|"141184263"
"CL"|No |"76205443"|"141184264"
"CL-ML"|No |"76205446"|"141184283"
"ML"|No |"76205446"|"141184284"
"SM"|No |"76205446"|"141184285"
"SC-SM"|No |"76205446"|"141184286"
"CL"|No |"76205446"|"141184287"
"SC"|Yes|"76205446"|"141184288"
"MH"|No |"76205446"|"141184289"
"OH"|No |"76205446"|"141184290"
"CL-ML"|No |"76205296"|"141183415"
"CL"|No |"76205296"|"141183416"
"SC-SM"|Yes|"76205296"|"141183417"
"SC"|No |"76205296"|"141183418"
"SP-SM"|No |"76205296"|"141183419"
"SM"|No |"76205295"|"141183413"
"SC-SM"|Yes|"76205295"|"141183414"
"SP"|No |"76205294"|"141183409"
"SP-SM"|Yes|"76205294"|"141183410"
"SM"|No |"76205294"|"141183411"
"SC-SM"|No |"76205294"|"141183412"
"SP-SM"|Yes|"76205297"|"141183420"
"SM"|No |"76205297"|"141183421"
"SP"|No |"76205297"|"141183422"
"SC-SM"|No |"76205297"|"141183423"
"SP"|No |"76205292"|"141183401"
"SP-SM"|No |"76205292"|"141183402"
"SW"|Yes|"76205292"|"141183403"
"SM"|No |"76205292"|"141183404"
"SW-SM"|No |"76205292"|"141183405"
"SC-SM"|No |"76205292"|"141183406"
"SC-SM"|Yes|"76205290"|"141183395"
"SM"|No |"76205290"|"141183396"
"SM"|No |"76205291"|"141183397"
"SP-SM"|Yes|"76205291"|"141183398"
"SC-SM"|No |"76205291"|"141183399"
"SP"|No |"76205291"|"141183400"
"SM"|Yes|"76205293"|"141183407"
"SW-SM"|No |"76205293"|"141183408"
"CL-ML"|No |"76205289"|"141183387"
"ML"|No |"76205289"|"141183388"
"SM"|No |"76205289"|"141183389"
"SC-SM"|No |"76205289"|"141183390"
"CL"|No |"76205289"|"141183391"
"SC"|Yes|"76205289"|"141183392"
"MH"|No |"76205289"|"141183393"
"OH"|No |"76205289"|"141183394"
"SC-SM"|No |"76205287"|"141183369"
"SM"|No |"76205287"|"141183370"
"SP-SM"|No |"76205287"|"141183371"
"SC"|No |"76205287"|"141183372"
"CL-ML"|No |"76205287"|"141183373"
"CL"|Yes|"76205287"|"141183374"
"GP-GM"|No |"76205287"|"141183375"
"ML"|No |"76205287"|"141183376"
"SM"|No |"76205286"|"141183361"
"SP-SM"|No |"76205286"|"141183362"
"SC"|Yes|"76205286"|"141183363"
"ML"|No |"76205286"|"141183364"
"CL-ML"|No |"76205286"|"141183365"
"GP-GM"|No |"76205286"|"141183366"
"SC-SM"|No |"76205286"|"141183367"
"CL"|No |"76205286"|"141183368"
"SC-SM"|Yes|"76205288"|"141183377"
"MH"|No |"76205288"|"141183378"
"ML"|No |"76205288"|"141183379"
"CL-ML"|No |"76205288"|"141183380"
"CL"|No |"76205288"|"141183381"
"OH"|No |"76205288"|"141183382"
"GP-GM"|No |"76205288"|"141183383"
"SM"|No |"76205288"|"141183384"
"SP-SM"|No |"76205288"|"141183385"
"SC"|No |"76205288"|"141183386"
"SC-SM"|No |"76205280"|"141183316"
"SC"|Yes|"76205280"|"141183317"
"CL"|No |"76205280"|"141183318"
"CL-ML"|No |"76205280"|"141183319"
"SM"|No |"76205280"|"141183320"
"ML"|No |"76205280"|"141183321"
"ML"|No |"76205281"|"141183322"
"SM"|No |"76205281"|"141183323"
"OH"|Yes|"76205281"|"141183324"
"SM"|No |"76205285"|"141183350"
"GW"|No |"76205285"|"141183351"
"GW-GM"|No |"76205285"|"141183352"
"SC-SM"|No |"76205285"|"141183353"
"SC"|No |"76205285"|"141183354"
"GC-GM"|No |"76205285"|"141183355"
"GP-GC"|Yes|"76205285"|"141183356"
"GM"|No |"76205285"|"141183357"
"GC"|No |"76205285"|"141183358"
"SW"|No |"76205285"|"141183359"
"SW-SM"|No |"76205285"|"141183360"
"GC-GM"|Yes|"76205283"|"141183330"
"GW-GM"|No |"76205283"|"141183331"
"GC"|No |"76205283"|"141183332"
"SW"|No |"76205283"|"141183333"
"GM"|No |"76205283"|"141183334"
"SM"|No |"76205283"|"141183335"
"GW"|No |"76205283"|"141183336"
"SW-SM"|No |"76205283"|"141183337"
"SC-SM"|No |"76205283"|"141183338"
"SC"|No |"76205283"|"141183339"
"GP-GC"|Yes|"76205282"|"141183325"
"GW"|No |"76205282"|"141183326"
"GM"|No |"76205282"|"141183327"
"GC-GM"|No |"76205282"|"141183328"
"GC"|No |"76205282"|"141183329"
"GC-GM"|Yes|"76205284"|"141183340"
"GM"|No |"76205284"|"141183341"
"SM"|No |"76205284"|"141183342"
"SW"|No |"76205284"|"141183343"
"SW-SM"|No |"76205284"|"141183344"
"SC-SM"|No |"76205284"|"141183345"
"GW"|No |"76205284"|"141183346"
"GW-GM"|No |"76205284"|"141183347"
"GC"|No |"76205284"|"141183348"
"SC"|No |"76205284"|"141183349"
"GC-GM"|No |"76205278"|"141183289"
"GC"|No |"76205278"|"141183290"
"SW"|No |"76205278"|"141183291"
"SC"|No |"76205278"|"141183292"
"ML"|No |"76205278"|"141183293"
"CL-ML"|No |"76205278"|"141183294"
"GW"|No |"76205278"|"141183295"
"GW-GM"|No |"76205278"|"141183296"
"GM"|No |"76205278"|"141183297"
"SW-SM"|No |"76205278"|"141183298"
"SM"|Yes|"76205278"|"141183299"
"SC-SM"|No |"76205278"|"141183300"
"CL"|No |"76205278"|"141183301"
"MH"|No |"76205278"|"141183302"
"GW-GM"|No |"76205279"|"141183303"
"GM"|No |"76205279"|"141183304"
"GC-GM"|No |"76205279"|"141183305"
"SM"|Yes|"76205279"|"141183306"
"SC-SM"|No |"76205279"|"141183307"
"SC"|No |"76205279"|"141183308"
"GW"|No |"76205279"|"141183309"
"ML"|No |"76205279"|"141183310"
"CL-ML"|No |"76205279"|"141183311"
"CL"|No |"76205279"|"141183312"
"GC"|No |"76205279"|"141183313"
"SW"|No |"76205279"|"141183314"
"SW-SM"|No |"76205279"|"141183315"
"SW-SM"|No |"76205277"|"141183286"
"SM"|Yes|"76205277"|"141183287"
"GP-GM"|No |"76205277"|"141183288"
"SM"|No |"76205271"|"141183256"
"SP-SM"|Yes|"76205271"|"141183257"
"SC-SM"|No |"76205271"|"141183258"
"SP"|No |"76205271"|"141183259"
"SC-SM"|Yes|"76205273"|"141183266"
"SM"|No |"76205273"|"141183267"
"SP"|No |"76205272"|"141183260"
"SP-SM"|No |"76205272"|"141183261"
"SW"|Yes|"76205272"|"141183262"
"SM"|No |"76205272"|"141183263"
"SW-SM"|No |"76205272"|"141183264"
"SC-SM"|No |"76205272"|"141183265"
"SM"|No |"76205276"|"141183280"
"SC-SM"|Yes|"76205276"|"141183281"
"SC"|No |"76205276"|"141183282"
"ML"|No |"76205276"|"141183283"
"CL-ML"|No |"76205276"|"141183284"
"CL"|No |"76205276"|"141183285"
