51|51|51|200|200|200|"Moist"|"266882102"|"169710661"
0|0|0|51|51|51|"Dry"|"266882102"|"169710662"
51|51|51|200|200|200|"Moist"|"266882098"|"169710653"
0|0|0|51|51|51|"Dry"|"266882098"|"169710654"
51|51|51|200|200|200|"Moist"|"266882101"|"169710659"
0|0|0|51|51|51|"Dry"|"266882101"|"169710660"
51|51|51|200|200|200|"Moist"|"266882100"|"169710657"
0|0|0|51|51|51|"Dry"|"266882100"|"169710658"
51|51|51|200|200|200|"Moist"|"266882093"|"169710643"
0|0|0|51|51|51|"Dry"|"266882093"|"169710644"
51|51|51|200|200|200|"Moist"|"266882097"|"169710651"
0|0|0|51|51|51|"Dry"|"266882097"|"169710652"
51|51|51|200|200|200|"Moist"|"266882096"|"169710649"
0|0|0|51|51|51|"Dry"|"266882096"|"169710650"
51|51|51|200|200|200|"Moist"|"266882092"|"169710641"
0|0|0|51|51|51|"Dry"|"266882092"|"169710642"
51|51|51|200|200|200|"Moist"|"266882094"|"169710645"
0|0|0|51|51|51|"Dry"|"266882094"|"169710646"
51|51|51|200|200|200|"Moist"|"266882095"|"169710647"
0|0|0|51|51|51|"Dry"|"266882095"|"169710648"
51|51|51|200|200|200|"Moist"|"266882099"|"169710655"
0|0|0|51|51|51|"Dry"|"266882099"|"169710656"
51|51|51|200|200|200|"Moist"|"266882091"|"169710639"
0|0|0|51|51|51|"Dry"|"266882091"|"169710640"
0|0|0|200|200|200|"Moist"|"266882107"|"169710667"
0|0|0|200|200|200|"Moist"|"266882111"|"169710671"
0|0|0|200|200|200|"Moist"|"266882114"|"169710674"
0|0|0|200|200|200|"Moist"|"266882108"|"169710668"
0|0|0|200|200|200|"Moist"|"266882113"|"169710673"
0|0|0|200|200|200|"Moist"|"266882110"|"169710670"
0|0|0|200|200|200|"Moist"|"266882112"|"169710672"
0|0|0|200|200|200|"Moist"|"266882109"|"169710669"
0|0|0|200|200|200|"Moist"|"266882103"|"169710663"
0|0|0|200|200|200|"Moist"|"266882105"|"169710665"
0|0|0|200|200|200|"Moist"|"266882106"|"169710666"
0|0|0|200|200|200|"Moist"|"266882104"|"169710664"
0|0|0|51|61|99|"Moist"|"266882121"|"169710687"
51|61|99|200|200|200|"Wet"|"266882121"|"169710688"
0|0|0|100|150|200|"Moist"|"266882126"|"169710697"
100|150|200|200|200|200|"Wet"|"266882126"|"169710698"
51|61|99|200|200|200|"Wet"|"266882118"|"169710682"
0|0|0|51|61|99|"Moist"|"266882118"|"169710681"
0|0|0|100|150|200|"Moist"|"266882125"|"169710695"
100|150|200|200|200|200|"Wet"|"266882125"|"169710696"
51|61|99|200|200|200|"Wet"|"266882115"|"169710676"
0|0|0|51|61|99|"Moist"|"266882115"|"169710675"
51|61|99|200|200|200|"Wet"|"266882116"|"169710678"
0|0|0|51|61|99|"Moist"|"266882116"|"169710677"
0|0|0|100|150|200|"Moist"|"266882122"|"169710689"
100|150|200|200|200|200|"Wet"|"266882122"|"169710690"
0|0|0|100|150|200|"Moist"|"266882124"|"169710693"
100|150|200|200|200|200|"Wet"|"266882124"|"169710694"
0|0|0|100|150|200|"Moist"|"266882123"|"169710691"
100|150|200|200|200|200|"Wet"|"266882123"|"169710692"
0|0|0|51|61|99|"Moist"|"266882119"|"169710683"
51|61|99|200|200|200|"Wet"|"266882119"|"169710684"
51|61|99|200|200|200|"Wet"|"266882117"|"169710680"
0|0|0|51|61|99|"Moist"|"266882117"|"169710679"
0|0|0|51|61|99|"Moist"|"266882120"|"169710685"
51|61|99|200|200|200|"Wet"|"266882120"|"169710686"
0|0|0|200|200|200|"Moist"|"266882129"|"169710701"
0|0|0|200|200|200|"Moist"|"266882135"|"169710707"
0|0|0|200|200|200|"Moist"|"266882136"|"169710708"
0|0|0|200|200|200|"Moist"|"266882137"|"169710709"
0|0|0|200|200|200|"Moist"|"266882138"|"169710710"
0|0|0|200|200|200|"Moist"|"266882132"|"169710704"
0|0|0|200|200|200|"Moist"|"266882133"|"169710705"
0|0|0|200|200|200|"Moist"|"266882134"|"169710706"
0|0|0|200|200|200|"Moist"|"266882128"|"169710700"
0|0|0|200|200|200|"Moist"|"266882127"|"169710699"
0|0|0|200|200|200|"Moist"|"266882131"|"169710703"
0|0|0|200|200|200|"Moist"|"266882130"|"169710702"
0|0|0|200|200|200|"Moist"|"266882150"|"169710722"
0|0|0|200|200|200|"Moist"|"266882146"|"169710718"
0|0|0|200|200|200|"Moist"|"266882149"|"169710721"
0|0|0|200|200|200|"Moist"|"266882148"|"169710720"
0|0|0|200|200|200|"Moist"|"266882141"|"169710713"
0|0|0|200|200|200|"Moist"|"266882145"|"169710717"
0|0|0|200|200|200|"Moist"|"266882144"|"169710716"
0|0|0|200|200|200|"Moist"|"266882140"|"169710712"
0|0|0|200|200|200|"Moist"|"266882142"|"169710714"
0|0|0|200|200|200|"Moist"|"266882143"|"169710715"
0|0|0|200|200|200|"Moist"|"266882147"|"169710719"
0|0|0|200|200|200|"Moist"|"266882139"|"169710711"
0|0|0|200|200|200|"Moist"|"266882154"|"169710726"
0|0|0|200|200|200|"Moist"|"266882159"|"169710731"
0|0|0|200|200|200|"Moist"|"266882153"|"169710725"
0|0|0|200|200|200|"Moist"|"266882160"|"169710732"
0|0|0|200|200|200|"Moist"|"266882161"|"169710733"
0|0|0|200|200|200|"Moist"|"266882162"|"169710734"
0|0|0|200|200|200|"Moist"|"266882156"|"169710728"
0|0|0|200|200|200|"Moist"|"266882157"|"169710729"
0|0|0|200|200|200|"Moist"|"266882158"|"169710730"
0|0|0|200|200|200|"Moist"|"266882152"|"169710724"
0|0|0|200|200|200|"Moist"|"266882151"|"169710723"
0|0|0|200|200|200|"Moist"|"266882155"|"169710727"
0|0|0|200|200|200|"Moist"|"266882163"|"169710735"
0|0|0|200|200|200|"Moist"|"266882174"|"169710746"
0|0|0|200|200|200|"Moist"|"266882170"|"169710742"
0|0|0|200|200|200|"Moist"|"266882173"|"169710745"
0|0|0|200|200|200|"Moist"|"266882172"|"169710744"
0|0|0|200|200|200|"Moist"|"266882165"|"169710737"
0|0|0|200|200|200|"Moist"|"266882169"|"169710741"
0|0|0|200|200|200|"Moist"|"266882168"|"169710740"
0|0|0|200|200|200|"Moist"|"266882164"|"169710736"
0|0|0|200|200|200|"Moist"|"266882166"|"169710738"
0|0|0|200|200|200|"Moist"|"266882167"|"169710739"
0|0|0|200|200|200|"Moist"|"266882171"|"169710743"
0|0|0|150|175|200|"Moist"|"266882178"|"169710752"
150|175|200|200|200|200|"Wet"|"266882178"|"169710753"
0|0|0|200|200|200|"Moist"|"266882183"|"169710761"
0|0|0|200|200|200|"Moist"|"266882175"|"169710747"
0|0|0|150|175|200|"Moist"|"266882181"|"169710757"
150|175|200|200|200|200|"Wet"|"266882181"|"169710758"
0|0|0|150|175|200|"Moist"|"266882185"|"169710765"
150|175|200|200|200|200|"Wet"|"266882185"|"169710764"
0|0|0|150|175|200|"Moist"|"266882179"|"169710754"
150|175|200|200|200|200|"Wet"|"266882179"|"169710755"
0|0|0|200|200|200|"Moist"|"266882186"|"169710766"
0|0|0|200|200|200|"Moist"|"266882180"|"169710756"
0|0|0|150|175|200|"Moist"|"266882177"|"169710750"
150|175|200|200|200|200|"Wet"|"266882177"|"169710751"
0|0|0|150|175|200|"Moist"|"266882184"|"169710763"
150|175|200|200|200|200|"Wet"|"266882184"|"169710762"
0|0|0|150|175|200|"Moist"|"266882176"|"169710748"
150|175|200|200|200|200|"Wet"|"266882176"|"169710749"
150|175|200|200|200|200|"Wet"|"266882182"|"169710759"
0|0|0|150|175|200|"Moist"|"266882182"|"169710760"
0|0|0|200|200|200|"Moist"|"266882607"|"169711315"
0|0|0|200|200|200|"Moist"|"266882610"|"169711318"
0|0|0|200|200|200|"Moist"|"266882609"|"169711317"
0|0|0|200|200|200|"Moist"|"266882615"|"169711323"
0|0|0|200|200|200|"Moist"|"266882616"|"169711324"
0|0|0|200|200|200|"Moist"|"266882618"|"169711326"
0|0|0|200|200|200|"Moist"|"266882612"|"169711320"
0|0|0|200|200|200|"Moist"|"266882613"|"169711321"
0|0|0|200|200|200|"Moist"|"266882614"|"169711322"
0|0|0|200|200|200|"Moist"|"266882608"|"169711316"
0|0|0|200|200|200|"Moist"|"266882611"|"169711319"
0|0|0|200|200|200|"Moist"|"266882617"|"169711325"
0|0|0|200|200|200|"Moist"|"266882630"|"169711338"
0|0|0|200|200|200|"Moist"|"266882628"|"169711336"
0|0|0|200|200|200|"Moist"|"266882622"|"169711330"
0|0|0|200|200|200|"Moist"|"266882621"|"169711329"
0|0|0|200|200|200|"Moist"|"266882619"|"169711327"
0|0|0|200|200|200|"Moist"|"266882625"|"169711333"
0|0|0|200|200|200|"Moist"|"266882624"|"169711332"
0|0|0|200|200|200|"Moist"|"266882623"|"169711331"
0|0|0|200|200|200|"Moist"|"266882629"|"169711337"
0|0|0|200|200|200|"Moist"|"266882626"|"169711334"
0|0|0|200|200|200|"Moist"|"266882627"|"169711335"
0|0|0|200|200|200|"Moist"|"266882620"|"169711328"
0|0|0|51|61|99|"Moist"|"266882634"|"169711345"
51|61|99|200|200|200|"Wet"|"266882634"|"169711346"
0|0|0|100|150|200|"Moist"|"266882642"|"169711361"
100|150|200|200|200|200|"Wet"|"266882642"|"169711362"
0|0|0|100|150|200|"Moist"|"266882641"|"169711359"
100|150|200|200|200|200|"Wet"|"266882641"|"169711360"
0|0|0|51|61|99|"Moist"|"266882632"|"169711341"
51|61|99|200|200|200|"Wet"|"266882632"|"169711342"
0|0|0|100|150|200|"Moist"|"266882638"|"169711353"
100|150|200|200|200|200|"Wet"|"266882638"|"169711354"
0|0|0|100|150|200|"Moist"|"266882640"|"169711357"
100|150|200|200|200|200|"Wet"|"266882640"|"169711358"
0|0|0|100|150|200|"Moist"|"266882639"|"169711355"
100|150|200|200|200|200|"Wet"|"266882639"|"169711356"
