"Friable"|||||||Yes|"76207163"|"9667621"
"Friable"|||||||Yes|"76206544"|"9668018"
"Friable"|||||||Yes|"76205919"|"9667117"
"Friable"|||||||Yes|"76205286"|"9667520"
"Friable"|||||||Yes|"76206909"|"9668508"
"Firm"|||||||Yes|"76205455"|"9667168"
"Friable"|||||||Yes|"76206629"|"9667974"
"Friable"|||||||Yes|"76206154"|"9667133"
"Friable"|||||||Yes|"76206821"|"9667648"
"Friable"|||||||Yes|"76206151"|"9667495"
"Very friable"|||||||Yes|"76206143"|"9668140"
"Firm"|||||||Yes|"76205444"|"9667203"
"Friable"|||||||Yes|"76205278"|"9667672"
"Friable"|||||||Yes|"76205275"|"9667832"
"Firm"|||||||Yes|"76206895"|"9667251"
"Friable"|||||||Yes|"76205267"|"9667747"
"Friable"|||||||Yes|"76206905"|"9667179"
"Friable"|||||||Yes|"76206537"|"9667171"
"Friable"|||||||Yes|"76206607"|"9668133"
"Friable"|||||||Yes|"76206899"|"9668022"
"Friable"|||||||Yes|"76206618"|"9667504"
"Friable"|||||||Yes|"76205622"|"9667652"
"Friable"|||||||Yes|"76206825"|"9667464"
"Friable"|||||||Yes|"76206894"|"9667250"
"Friable"|||||||Yes|"76205661"|"9667646"
"Firm"|||||||Yes|"76205672"|"9667517"
"Friable"|||||||Yes|"76205454"|"9667167"
"Loose"|||||||Yes|"76205904"|"9668308"
