"A-2"|No |"76205614"|"124481872"
"A-4"|No |"76205614"|"124481873"
"A-1"|No |"76205614"|"124481874"
"A-6"|Yes|"76205614"|"124481875"
"A-4"|No |"76205615"|"124481876"
"A-6"|No |"76205615"|"124481877"
"A-7"|Yes|"76205615"|"124481878"
"A-5"|No |"76205615"|"124481879"
"A-2"|No |"76205619"|"124481894"
"A-1"|Yes|"76205619"|"124481895"
"A-3"|No |"76205619"|"124481896"
"A-6"|No |"76205619"|"124481897"
"A-4"|No |"76205619"|"124481898"
"A-2"|Yes|"76205617"|"124481882"
"A-1"|No |"76205617"|"124481883"
"A-3"|No |"76205617"|"124481884"
"A-5"|No |"76205617"|"124481885"
"A-7"|No |"76205617"|"124481886"
"A-4"|No |"76205617"|"124481887"
"A-6"|No |"76205617"|"124481888"
"A-2"|No |"76205618"|"124481889"
"A-1"|Yes|"76205618"|"124481890"
"A-3"|No |"76205618"|"124481891"
"A-4"|No |"76205618"|"124481892"
"A-6"|No |"76205618"|"124481893"
"A-1"|Yes|"76205616"|"124481880"
"A-2"|No |"76205616"|"124481881"
"A-1"|No |"76205460"|"124481363"
"A-2"|No |"76205460"|"124481364"
"A-4"|Yes|"76205460"|"124481365"
"A-6"|No |"76205460"|"124481366"
"A-2"|No |"76205456"|"124481349"
"A-1"|Yes|"76205456"|"124481350"
"A-4"|No |"76205458"|"124481357"
"A-5"|No |"76205458"|"124481358"
"A-6"|No |"76205458"|"124481359"
"A-7"|No |"76205458"|"124481360"
"A-2"|No |"76205458"|"124481361"
"A-1"|Yes|"76205458"|"124481362"
"A-1"|Yes|"76205457"|"124481351"
"A-2"|No |"76205457"|"124481352"
"A-4"|No |"76205457"|"124481353"
"A-5"|No |"76205457"|"124481354"
"A-6"|No |"76205457"|"124481355"
"A-7"|No |"76205457"|"124481356"
"A-2"|No |"76205455"|"124481346"
"A-4"|Yes|"76205455"|"124481347"
"A-6"|No |"76205455"|"124481348"
"A-2"|No |"76205453"|"124481340"
"A-4"|Yes|"76205453"|"124481341"
"A-6"|No |"76205453"|"124481342"
"A-6"|No |"76205454"|"124481343"
"A-2"|No |"76205454"|"124481344"
"A-4"|Yes|"76205454"|"124481345"
"A-2"|No |"76205452"|"124481335"
"A-4"|No |"76205452"|"124481336"
"A-5"|Yes|"76205452"|"124481337"
"A-6"|No |"76205452"|"124481338"
