"Footslope"|"40831982"|"17131886"
"Backslope"|"40831277"|"17132468"
"Footslope"|"40831277"|"17132469"
"Toeslope"|"40831277"|"17132470"
"Summit"|"40830949"|"17131964"
"Backslope"|"40830949"|"17131965"
"Footslope"|"40830949"|"17131966"
"Toeslope"|"40830949"|"17131967"
"Summit"|"40831598"|"17132617"
"Backslope"|"40831128"|"17132426"
"Footslope"|"40831128"|"17132427"
"Toeslope"|"40831128"|"17132428"
"Summit"|"40830669"|"17132511"
"Backslope"|"40830685"|"17131734"
"Summit"|"40831740"|"17132138"
"Backslope"|"40831740"|"17132139"
"Footslope"|"40831740"|"17132140"
"Summit"|"40830951"|"17132397"
"Shoulder"|"40830951"|"17132398"
"Backslope"|"40830951"|"17132399"
"Footslope"|"40830951"|"17132400"
"Toeslope"|"40830951"|"17132401"
"Summit"|"40831269"|"17132539"
"Backslope"|"40831792"|"17132438"
"Footslope"|"40831792"|"17132439"
"Toeslope"|"40831792"|"17132440"
"Summit"|"40830784"|"17132277"
"Shoulder"|"40830784"|"17132278"
"Backslope"|"40830784"|"17132279"
"Footslope"|"40830784"|"17132280"
"Toeslope"|"40830784"|"17132281"
"Summit"|"40831733"|"17131645"
"Summit"|"40831979"|"17132102"
"Backslope"|"40831979"|"17132103"
"Footslope"|"40831979"|"17132104"
"Summit"|"40830671"|"17131944"
"Backslope"|"40830671"|"17131945"
"Footslope"|"40830671"|"17131946"
"Toeslope"|"40830671"|"17131947"
"Backslope"|"40830673"|"17132447"
"Footslope"|"40830673"|"17132448"
"Toeslope"|"40830673"|"17132449"
"Summit"|"40830926"|"17131663"
"Summit"|"40830776"|"17132048"
"Backslope"|"40830776"|"17132049"
"Footslope"|"40830776"|"17132050"
"Summit"|"40830680"|"17132087"
"Backslope"|"40830680"|"17132088"
"Footslope"|"40830680"|"17132089"
"Backslope"|"40831609"|"17132465"
"Footslope"|"40831609"|"17132466"
"Toeslope"|"40831609"|"17132467"
"Summit"|"40830682"|"17132489"
"Summit"|"40831611"|"17131887"
"Backslope"|"40831611"|"17131888"
"Footslope"|"40831611"|"17131889"
"Footslope"|"40831125"|"17131598"
"Summit"|"40831125"|"17131599"
"Backslope"|"40831125"|"17131600"
"Summit"|"40831274"|"17132108"
"Backslope"|"40831274"|"17132109"
"Footslope"|"40831274"|"17132110"
"Summit"|"40830930"|"17131923"
"Backslope"|"40830930"|"17131924"
"Footslope"|"40830930"|"17131925"
"Summit"|"40830959"|"17132132"
"Backslope"|"40830959"|"17132133"
"Footslope"|"40830959"|"17132134"
"Summit"|"40830956"|"17131807"
"Summit"|"40830787"|"17132531"
"Summit"|"40830683"|"17132490"
"Summit"|"40831559"|"17131851"
"Backslope"|"40831559"|"17131852"
"Footslope"|"40831559"|"17131853"
"Summit"|"40831789"|"17131854"
"Backslope"|"40831789"|"17131855"
"Footslope"|"40831789"|"17131856"
"Summit"|"40831562"|"17132272"
"Shoulder"|"40831562"|"17132273"
"Backslope"|"40831562"|"17132274"
"Footslope"|"40831562"|"17132275"
"Toeslope"|"40831562"|"17132276"
"Summit"|"40831736"|"17132407"
"Shoulder"|"40831736"|"17132408"
"Backslope"|"40831736"|"17132409"
"Footslope"|"40831736"|"17132410"
"Toeslope"|"40831736"|"17132411"
"Summit"|"40831555"|"17132530"
"Summit"|"40830924"|"17132412"
"Shoulder"|"40830924"|"17132413"
"Backslope"|"40830924"|"17132414"
"Footslope"|"40830924"|"17132415"
"Toeslope"|"40830924"|"17132416"
"Summit"|"40830953"|"17131914"
"Backslope"|"40830953"|"17131915"
"Footslope"|"40830953"|"17131916"
"Summit"|"40831282"|"17132357"
"Shoulder"|"40831282"|"17132358"
"Backslope"|"40831282"|"17132359"
"Footslope"|"40831282"|"17132360"
"Toeslope"|"40831282"|"17132361"
"Summit"|"40830675"|"17132317"
"Shoulder"|"40830675"|"17132318"
"Backslope"|"40830675"|"17132319"
"Footslope"|"40830675"|"17132320"
"Toeslope"|"40830675"|"17132321"
"Summit"|"40831122"|"17132612"
"Summit"|"40831113"|"17131830"
"Backslope"|"40831113"|"17131831"
"Footslope"|"40831113"|"17131832"
"Summit"|"40831271"|"17131649"
"Summit"|"40831977"|"17132537"
"Summit"|"40830779"|"17131848"
"Backslope"|"40830779"|"17131849"
"Footslope"|"40830779"|"17131850"
