"u"|"76206818"|"32976957"
"u"|"76205457"|"32976744"
"w"|"76205900"|"32977543"
"u"|"76205900"|"32977544"
"w"|"76205283"|"32976976"
"u"|"76205283"|"32976977"
"u"|"76206159"|"32977572"
"w"|"76205901"|"32977450"
"b"|"76205901"|"32977451"
"w"|"76206619"|"32977675"
"w"|"76207178"|"32977901"
"u"|"76205660"|"32977811"
"w"|"76205268"|"32977040"
"u"|"76205268"|"32977041"
"w"|"76205294"|"32977401"
"u"|"76207160"|"32976894"
"b"|"76206608"|"32976904"
"w"|"76206902"|"32977954"
"b"|"76206902"|"32977955"
"b"|"76205615"|"32976967"
"w"|"76206536"|"32977945"
"b"|"76206536"|"32977946"
"w"|"76205453"|"32977942"
"u"|"76206547"|"32976778"
"w"|"76205625"|"32977656"
"w"|"76206817"|"32976955"
"u"|"76206817"|"32976956"
"w"|"76206622"|"32977926"
"b"|"76206622"|"32977927"
"w"|"76205923"|"32977888"
"w"|"76206142"|"32976909"
"b"|"76206142"|"32976910"
"w"|"76206626"|"32977930"
"b"|"76205266"|"32977037"
"u"|"76205912"|"32976785"
"w"|"76205614"|"32976965"
"b"|"76205614"|"32976966"
"w"|"76205657"|"32977020"
"u"|"76205657"|"32977021"
"w"|"76205287"|"32977683"
"u"|"76206611"|"32976901"
"u"|"76206163"|"32977794"
"u"|"76205621"|"32976729"
"w"|"76207174"|"32977896"
"b"|"76207174"|"32977897"
"w"|"76205276"|"32977257"
"u"|"76205668"|"32976950"
"w"|"76206152"|"32977903"
"b"|"76206152"|"32977904"
"w"|"76206906"|"32977958"
"u"|"76205277"|"32976749"
"u"|"76206162"|"32977793"
"w"|"76206153"|"32977905"
"b"|"76206153"|"32977906"
"u"|"76205908"|"32976788"
"u"|"76207163"|"32977787"
"w"|"76205919"|"32977884"
"b"|"76205919"|"32977885"
"w"|"76205286"|"32977682"
"u"|"76206909"|"32976781"
"w"|"76205455"|"32977944"
"u"|"76206629"|"32977581"
"u"|"76206821"|"32976726"
"b"|"76206143"|"32976911"
"w"|"76205444"|"32977695"
"u"|"76205278"|"32976750"
"w"|"76205275"|"32977256"
"w"|"76206895"|"32977719"
"b"|"76205267"|"32977038"
"w"|"76205267"|"32977039"
"w"|"76206905"|"32977957"
"w"|"76206537"|"32977947"
"b"|"76206537"|"32977948"
"w"|"76206607"|"32976902"
"b"|"76206607"|"32976903"
"u"|"76206899"|"32977629"
"w"|"76206618"|"32977674"
"u"|"76205622"|"32976730"
"w"|"76206825"|"32977654"
"w"|"76206894"|"32977718"
"u"|"76205661"|"32976724"
"w"|"76205672"|"32977681"
"w"|"76205454"|"32977943"
