"mixed"|"25532852"|"20188954"
"mixed"|"25532853"|"20188955"
"mixed"|"25532854"|"20188956"
"mixed"|"25532855"|"20188957"
"mixed"|"25532856"|"20188958"
"mixed"|"25532857"|"20188959"
"mixed"|"25532858"|"20188960"
"mixed"|"25532894"|"20188992"
"mixed"|"25532895"|"20188993"
"mixed"|"25532896"|"20188994"
"mixed"|"25532897"|"20188995"
"mixed"|"25532950"|"20189043"
"mixed"|"25532951"|"20189044"
"mixed"|"25532953"|"20189045"
"mixed"|"25532954"|"20189046"
"mixed"|"25533246"|"20189310"
"mixed"|"25533247"|"20189311"
"mixed"|"25533248"|"20189312"
"mixed"|"25533250"|"20189313"
"mixed"|"25532961"|"20189052"
"mixed"|"25532962"|"20189053"
"mixed"|"25532963"|"20189054"
"mixed"|"25532964"|"20189055"
"mixed"|"25532965"|"20189056"
"mixed"|"25533176"|"20189248"
"mixed"|"25533178"|"20189249"
"mixed"|"25533179"|"20189250"
"mixed"|"25533180"|"20189251"
"mixed"|"25533028"|"20189112"
"mixed"|"25533029"|"20189113"
"mixed"|"25533030"|"20189114"
"mixed"|"25533031"|"20189115"
"mixed"|"25533032"|"20189116"
"mixed"|"25533033"|"20189117"
"mixed"|"25533337"|"20189394"
"mixed"|"25533338"|"20189395"
"mixed"|"25533340"|"20189396"
"mixed"|"25533341"|"20189397"
"mixed"|"25533342"|"20189398"
"mixed"|"25533195"|"20189264"
"mixed"|"25533196"|"20189265"
"mixed"|"25533198"|"20189266"
"mixed"|"25533199"|"20189267"
"mixed"|"25533200"|"20189268"
"mixed"|"25533085"|"20189165"
"mixed"|"25533086"|"20189166"
"mixed"|"25533087"|"20189167"
"mixed"|"25533088"|"20189168"
"mixed"|"25533089"|"20189169"
"mixed"|"25533268"|"20189330"
"mixed"|"25533269"|"20189331"
"mixed"|"25533270"|"20189332"
"mixed"|"25533271"|"20189333"
