MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"s",,"#5FA95F"
2484593,"e",,"#5F5FD3"
2518848,"s",,"#5FA95F"
2518849,"s",,"#5FA95F"
2518852,"s",,"#5FA95F"
2589227,"",,"#DCDCDC"
2589233,"",,"#DCDCDC"
2589249,"s",,"#5FA95F"
2589250,"s",,"#5FA95F"
2589251,"s",,"#5FA95F"
2589258,"e",,"#5F5FD3"
