LegendText,RgbString
"Low inherent productivity","#FF0000"
"Moderately low inherent productivity","#FFD000"
"Moderate inherent productivity","#C4FA9E"
"Moderately high inherent productivity","#4FBBFF"
"High inherent productivity","#0000FF"
"Not rated or not available","#DCDCDC"
