MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"0.521",0.521000,"#C4FA9E"
2484593,"0.621",0.621000,"#4FBBFF"
2518848,"0.486",0.486000,"#C4FA9E"
2518849,"0.492",0.492000,"#C4FA9E"
2518852,"0.527",0.527000,"#C4FA9E"
2589227,"0.627",0.627000,"#4FBBFF"
2589233,"0.639",0.639000,"#4FBBFF"
2589249,"0.569",0.569000,"#C4FA9E"
2589250,"0.536",0.536000,"#C4FA9E"
2589251,"0.562",0.562000,"#C4FA9E"
2589258,"0.604",0.604000,"#4FBBFF"
