MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"",,"#DCDCDC"
2484593,"Dystric Eutrudepts",,"#8B995C"
2518848,"",,"#DCDCDC"
2518849,"",,"#DCDCDC"
2518852,"",,"#DCDCDC"
2589227,"Dystric Eutrudepts",,"#8B995C"
2589233,"Dystric Eutrudepts",,"#8B995C"
2589249,"",,"#DCDCDC"
2589250,"",,"#DCDCDC"
2589251,"",,"#DCDCDC"
2589258,"Dystric Eutrudepts",,"#8B995C"
