MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"8",,"#0000FF"
2484593,"2",,"#FF9200"
2518848,"8",,"#0000FF"
2518849,"8",,"#0000FF"
2518852,"8",,"#0000FF"
2589227,"1",,"#FF0000"
2589233,"1",,"#FF0000"
2589249,"8",,"#0000FF"
2589250,"8",,"#0000FF"
2589251,"8",,"#0000FF"
2589258,"3",,"#FFE400"
