MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"Order 2",,"#FFD000"
2484593,"Order 2",,"#FFD000"
2518848,"Order 2",,"#FFD000"
2518849,"Order 2",,"#FFD000"
2518852,"Order 2",,"#FFD000"
2589227,"Order 2",,"#FFD000"
2589233,"Order 2",,"#FFD000"
2589249,"Order 2",,"#FFD000"
2589250,"Order 2",,"#FFD000"
2589251,"Order 2",,"#FFD000"
2589258,"Order 2",,"#FFD000"
