MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"Mineral soil",,"#00FF00"
2484593,"Mineral soil",,"#00FF00"
2518848,"Mineral soil",,"#00FF00"
2518849,"Mineral soil",,"#00FF00"
2518852,"Mineral soil",,"#00FF00"
2589227,"Mineral soil",,"#00FF00"
2589233,"Mineral soil",,"#00FF00"
2589249,"Mineral soil",,"#00FF00"
2589250,"Mineral soil",,"#00FF00"
2589251,"Mineral soil",,"#00FF00"
2589258,"Mineral soil",,"#00FF00"
