LegendText,RgbString
"Capability Class - I","#FF0000"
"Capability Class - II","#FF9200"
"Capability Class - III","#FFE400"
"Capability Class - IV","#E1FC71"
"Capability Class - V","#9CF8C9"
"Capability Class - VI","#42D4FF"
"Capability Class - VII","#5569FF"
"Capability Class - VIII","#0000FF"
"Not rated or not available","#DCDCDC"
