LegendText,RgbString
"cryic","#60B48A"
"Cryic (PDP code)","#F259A5"
"frigid","#5FA95F"
"gelic","#FC5656"
"hyperthermic","#805555"
"isofrigid","#6094C8"
"isohyperthermic","#9D5DDD"
"isomesic","#60BEBE"
"isothermic","#7E9F5D"
"mesic","#5F5FD3"
"pergelic","#94945B"
"Pergelic (PDP code)","#8A7159"
"thermic","#E85BE8"
"Not rated or not available","#DCDCDC"
