LegendText,RgbString
"Aeric","#805555"
"Anthraquic","#5FAE73"
"Aquic","#9D5DDD"
"Aridic (torric)","#7E9F5D"
"Oxyaquic","#FC5656"
"Typic","#8F825A"
"Udic","#60BEBE"
"Ustic","#5F7BCE"
"Xeric","#ED5AC8"
"Not rated or not available","#DCDCDC"
