MapUnitKey,RatingStr,RatingNum,RgbString
dummy,dummy,123.456,dummy
2482855,"",,"#DCDCDC"
2484593,"Eutrudepts",,"#CE5CE4"
2518848,"",,"#DCDCDC"
2518849,"",,"#DCDCDC"
2518852,"",,"#DCDCDC"
2589227,"Eutrudepts",,"#CE5CE4"
2589233,"Eutrudepts",,"#CE5CE4"
2589249,"",,"#DCDCDC"
2589250,"",,"#DCDCDC"
2589251,"",,"#DCDCDC"
2589258,"Eutrudepts",,"#CE5CE4"
